userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1532610,33,14,1980,8,female,53,0,0,11,3,11,3,0,0
2184382,20,19,1993,11,female,0,0,0,12,54,0,0,12,54
1766696,27,15,1986,10,male,296,0,0,12,0,12,0,0,0
1423339,45,27,1968,2,male,186,0,0,12,2,12,1,0,1
1961984,42,26,1971,11,male,203,0,0,13,0,0,0,13,0
1051278,16,3,1997,8,male,4,0,0,14,0,0,0,14,0
2116014,63,3,1950,7,male,1322,0,0,15,0,0,0,15,0
1890995,23,8,1990,8,female,37,0,0,15,5,14,2,1,3
1808197,25,5,1988,5,male,17,0,0,15,0,15,0,0,0
1016949,26,1,1987,1,female,18,0,0,15,0,15,0,0,0
1397167,22,6,1991,6,female,27,0,0,18,1,0,0,18,1
1603148,71,30,1942,1,male,229,0,0,18,14,0,9,18,5
1436056,28,16,1985,7,male,415,0,0,20,0,18,0,2,0
1220488,54,4,1959,9,male,22,0,0,23,0,0,0,23,0
1364408,22,3,1991,8,male,0,0,0,24,23,0,4,24,19
1569909,40,11,1973,5,male,236,0,0,25,0,25,0,0,0
2052996,20,17,1993,12,female,2,0,0,26,3,0,1,26,2
1680330,21,15,1992,6,male,80,0,0,29,4,19,1,10,3
2173192,18,1,1995,1,female,12,0,0,31,22,30,9,1,13
1723643,25,1,1988,1,male,1,0,0,30,1,30,0,0,1
1850720,53,30,1960,1,female,495,0,0,35,0,0,0,35,0
1133333,34,13,1979,4,male,35,0,0,35,0,35,0,0,0
1096933,18,14,1995,12,female,0,0,0,38,31,0,30,38,1
1363247,21,9,1992,9,female,0,0,0,39,39,5,0,34,39
1213273,61,5,1952,8,female,601,0,0,40,1,0,0,40,1
1300968,70,17,1943,9,female,55,0,0,41,0,8,0,33,0
2022016,22,16,1991,2,female,682,0,0,49,16,0,7,49,9
2088808,27,7,1986,1,female,332,0,0,51,51,0,0,51,51
1128724,16,18,1997,4,male,448,0,0,50,0,50,0,0,0
1782187,23,2,1990,9,female,185,0,0,54,20,51,17,3,3
1589478,31,28,1982,10,male,90,0,0,60,0,0,0,60,0
1131000,21,28,1992,12,female,23,0,0,62,2,4,0,58,2
1883202,28,9,1985,9,male,246,0,0,67,55,0,7,67,48
2108753,23,11,1990,4,female,42,0,0,67,40,67,17,0,23
1513446,59,24,1954,1,male,551,0,0,71,6,0,4,71,2
1315337,15,15,1998,2,male,1,0,0,73,28,1,7,72,21
2025403,39,21,1974,10,female,257,0,0,73,32,0,1,73,31
2043260,22,17,1991,8,female,141,0,0,72,72,16,16,56,56
1527312,22,4,1991,6,male,37,0,0,81,0,81,0,0,0
1410719,52,30,1961,6,male,13,0,0,88,66,0,16,88,50
1395843,90,4,1923,7,male,0,0,0,95,78,95,56,0,22
1306409,23,24,1990,1,male,48,0,0,164,0,164,0,0,0
1838179,18,29,1995,10,female,0,0,0,246,100,0,9,246,91
1594192,63,1,1950,1,female,57,0,0,271,1,271,0,0,1
1609579,20,23,1993,1,female,257,0,0,848,1,848,0,0,1
1556767,17,1,1996,1,male,543,1,1,1,0,0,0,1,0
1029865,17,28,1996,10,female,416,1,1,1,0,0,0,1,0
1673242,18,29,1995,3,female,6,1,1,1,0,0,0,1,0
1058959,19,3,1994,2,female,442,1,1,1,0,0,0,1,0
1156110,19,3,1994,4,female,365,1,1,1,0,0,0,1,0
1649566,20,18,1993,2,male,227,1,1,1,0,0,0,1,0
1037737,21,2,1992,2,male,192,1,1,1,0,0,0,1,0
1032147,21,21,1992,7,male,52,1,1,1,0,0,0,1,0
1444798,21,1,1992,9,male,5,1,1,1,0,0,0,1,0
1373957,22,1,1991,2,male,147,1,1,1,0,0,0,1,0
1775271,22,11,1991,3,male,96,1,0,1,0,0,0,1,0
2054700,22,12,1991,6,female,370,1,1,1,0,0,0,1,0
1927275,24,21,1989,11,male,434,1,0,1,0,0,0,1,0
1447309,24,18,1989,12,male,222,1,1,1,0,0,0,1,0
1351235,23,1,1990,1,male,464,1,1,1,0,0,0,1,0
2097384,23,5,1990,8,female,539,1,1,1,0,0,0,1,0
1039323,24,16,1989,5,female,410,1,1,1,0,0,0,1,0
1857192,24,23,1989,7,male,559,1,1,1,0,0,0,1,0
1693280,25,2,1988,1,male,340,1,1,1,0,0,0,1,0
1190207,25,1,1988,1,female,19,1,1,1,0,0,0,1,0
1769186,25,1,1988,5,male,276,1,1,1,0,0,0,1,0
1182373,26,1,1987,1,female,336,1,1,1,0,0,0,1,0
1276709,26,3,1987,8,female,549,1,1,1,0,0,0,1,0
2163160,28,1,1985,4,female,565,1,0,1,0,0,0,1,0
1412026,30,6,1983,12,male,783,1,1,1,0,0,0,1,0
1859940,31,19,1982,11,male,1106,1,0,1,0,0,0,1,0
1790941,32,4,1981,6,male,555,1,1,1,0,0,0,1,0
1269357,39,6,1974,9,male,85,1,1,1,0,0,0,1,0
1080514,44,6,1969,2,male,1640,1,0,1,0,0,0,1,0
1863614,46,9,1967,4,male,227,1,0,1,0,0,0,1,0
1953013,47,17,1966,2,male,13,1,1,1,0,0,0,1,0
1611645,49,1,1964,7,male,13,1,1,1,0,0,0,1,0
1557891,49,7,1964,10,male,193,1,1,1,0,0,0,1,0
1589792,52,7,1961,2,female,190,1,1,1,0,0,0,1,0
1402245,54,20,1959,12,female,646,1,1,1,0,0,0,1,0
2190133,53,22,1960,9,female,403,1,0,1,0,0,0,1,0
1325501,55,4,1958,3,male,756,1,0,1,0,0,0,1,0
1607236,57,6,1956,12,female,9,1,1,1,0,0,0,1,0
1742475,62,26,1951,1,male,154,1,1,1,0,0,0,1,0
1665972,63,24,1950,10,female,252,1,1,1,0,0,0,1,0
1612917,85,7,1928,10,female,43,1,1,1,0,0,0,1,0
1560274,20,13,1993,12,male,17,1,0,1,1,0,1,1,0
1009904,25,1,1988,1,female,20,1,0,1,1,0,0,1,1
1339840,27,28,1986,3,male,153,1,1,1,1,0,0,1,1
1548570,27,17,1986,8,male,899,1,1,1,1,0,0,1,1
1891321,30,11,1983,4,male,164,1,1,1,1,0,0,1,1
1384786,31,1,1982,3,male,340,1,0,1,1,0,0,1,1
1259687,31,10,1982,8,male,1286,1,0,1,1,0,1,1,0
1178019,54,1,1959,10,male,18,1,1,1,1,0,0,1,1
1169220,56,5,1957,1,female,53,1,0,1,1,0,0,1,1
1561236,16,12,1997,5,male,52,1,0,1,14,0,1,1,13
1927105,20,1,1993,9,female,280,1,0,1,2,0,0,1,2
1778523,25,16,1988,1,male,53,1,1,1,3,0,0,1,3
1443447,26,2,1987,5,male,1885,1,1,1,2,0,1,1,1
1628656,28,28,1985,12,female,857,1,0,1,10,0,0,1,10
1482133,31,4,1982,2,male,232,1,0,1,2,0,0,1,2
1097072,31,27,1982,8,female,665,1,0,1,2,0,0,1,2
1057693,44,6,1969,3,male,4,1,0,1,3,0,0,1,3
1653726,59,1,1954,11,male,29,1,1,1,2,0,2,1,0
1619983,66,22,1947,11,male,1542,1,1,1,2,0,2,1,0
1590161,79,21,1934,7,female,8,1,1,1,4,0,0,1,4
1060324,14,1,1999,1,female,236,1,0,1,0,1,0,0,0
1687956,15,16,1998,5,female,130,1,0,1,0,1,0,0,0
1011042,16,2,1997,6,male,297,1,0,1,0,1,0,0,0
2121795,16,30,1997,8,male,429,1,1,1,0,1,0,0,0
1319148,17,15,1996,9,male,238,1,1,1,0,1,0,0,0
1931616,18,8,1995,1,male,135,1,1,1,0,1,0,0,0
1000768,18,1,1995,1,female,288,1,1,1,0,1,0,0,0
1864125,18,18,1995,2,female,736,1,1,1,0,1,0,0,0
1771672,20,31,1993,12,male,24,1,0,1,0,1,0,0,0
2023194,19,12,1994,1,male,218,1,0,1,0,1,0,0,0
1734052,19,14,1994,1,male,146,1,1,1,0,1,0,0,0
1267155,19,11,1994,1,male,42,1,1,1,0,1,0,0,0
1596389,19,27,1994,3,male,370,1,1,1,0,1,0,0,0
2092794,21,14,1992,11,male,27,1,1,1,0,1,0,0,0
2034396,20,9,1993,2,male,598,1,1,1,0,1,0,0,0
1818889,20,5,1993,3,male,166,1,1,1,0,1,0,0,0
1532781,20,31,1993,7,female,95,1,1,1,0,1,0,0,0
1776494,20,15,1993,9,female,294,1,1,1,0,1,0,0,0
1930877,22,23,1991,11,female,3,1,1,1,0,1,0,0,0
1561090,21,10,1992,9,male,922,1,1,1,0,1,0,0,0
1349043,23,10,1990,11,male,160,1,1,1,0,1,0,0,0
1287561,23,9,1990,12,male,500,1,0,1,0,1,0,0,0
1861640,22,10,1991,4,female,621,1,1,1,0,1,0,0,0
1728572,22,24,1991,9,male,830,1,1,1,0,1,0,0,0
1837274,23,1,1990,1,female,29,1,1,1,0,1,0,0,0
1270214,23,10,1990,10,male,3,1,1,1,0,1,0,0,0
1794401,25,15,1988,12,male,587,1,0,1,0,1,0,0,0
1539681,25,24,1988,12,male,465,1,0,1,0,1,0,0,0
1908510,24,5,1989,1,male,247,1,1,1,0,1,0,0,0
1781137,25,3,1988,1,NA,203,1,1,1,0,1,0,0,0
1389045,25,4,1988,1,male,13,1,1,1,0,1,0,0,0
1605782,25,1,1988,1,male,240,1,1,1,0,1,0,0,0
1206994,25,1,1988,1,male,195,1,1,1,0,1,0,0,0
1311295,25,1,1988,1,male,76,1,1,1,0,1,0,0,0
1206865,25,6,1988,4,male,579,1,1,1,0,1,0,0,0
2010575,25,27,1988,4,male,338,1,1,1,0,1,0,0,0
1166663,25,1,1988,7,female,260,1,1,1,0,1,0,0,0
2090241,25,6,1988,9,male,39,1,0,1,0,1,0,0,0
1007079,27,4,1986,11,male,65,1,0,1,0,1,0,0,0
1578934,27,18,1986,12,female,302,1,1,1,0,1,0,0,0
2171980,26,1,1987,1,female,13,1,1,1,0,1,0,0,0
1829209,26,9,1987,5,male,317,1,1,1,0,1,0,0,0
1352564,26,7,1987,6,male,368,1,1,1,0,1,0,0,0
1349021,26,27,1987,6,male,324,1,1,1,0,1,0,0,0
1487150,26,12,1987,9,male,520,1,1,1,0,1,0,0,0
1905841,26,1,1987,10,female,1237,1,1,1,0,1,0,0,0
2065971,28,10,1985,12,male,9,1,1,1,0,1,0,0,0
2025500,27,7,1986,1,male,439,1,1,1,0,1,0,0,0
1633750,27,1,1986,1,male,931,1,1,1,0,1,0,0,0
1521509,27,16,1986,8,male,277,1,1,1,0,1,0,0,0
1644119,29,19,1984,12,male,186,1,1,1,0,1,0,0,0
1060475,28,1,1985,1,female,127,1,1,1,0,1,0,0,0
2079214,30,11,1983,2,male,105,1,1,1,0,1,0,0,0
1528130,30,10,1983,4,male,182,1,1,1,0,1,0,0,0
2046519,30,12,1983,4,male,55,1,0,1,0,1,0,0,0
1238516,30,6,1983,5,male,924,1,1,1,0,1,0,0,0
1433076,30,19,1983,6,male,256,1,0,1,0,1,0,0,0
1743636,31,18,1982,10,male,106,1,0,1,0,1,0,0,0
2185226,32,15,1981,5,male,225,1,0,1,0,1,0,0,0
1678332,32,7,1981,8,male,398,1,0,1,0,1,0,0,0
1354107,33,30,1980,3,male,186,1,1,1,0,1,0,0,0
1854930,33,4,1980,5,male,27,1,1,1,0,1,0,0,0
1615174,33,15,1980,10,male,51,1,0,1,0,1,0,0,0
1862186,34,27,1979,1,female,896,1,1,1,0,1,0,0,0
1654168,35,7,1978,8,male,22,1,1,1,0,1,0,0,0
1245519,35,28,1978,9,male,214,1,1,1,0,1,0,0,0
1558616,35,30,1978,9,male,126,1,0,1,0,1,0,0,0
1797087,36,6,1977,5,male,273,1,0,1,0,1,0,0,0
1473374,39,24,1974,7,male,414,1,0,1,0,1,0,0,0
1341559,41,15,1972,6,female,704,1,0,1,0,1,0,0,0
1339370,44,14,1969,11,male,549,1,0,1,0,1,0,0,0
1249556,43,6,1970,7,male,31,1,1,1,0,1,0,0,0
1437435,47,20,1966,11,male,31,1,1,1,0,1,0,0,0
2118690,54,1,1959,2,male,313,1,1,1,0,1,0,0,0
1469860,55,19,1958,10,female,289,1,0,1,0,1,0,0,0
2024966,58,10,1955,2,female,460,1,1,1,0,1,0,0,0
1772770,62,5,1951,6,female,705,1,1,1,0,1,0,0,0
1584301,73,1,1940,1,male,63,1,1,1,0,1,0,0,0
1558499,15,19,1998,7,male,49,1,1,1,1,1,1,0,0
1362103,16,1,1997,8,male,23,1,1,1,1,1,1,0,0
1279002,17,4,1996,2,male,270,1,1,1,1,1,1,0,0
1024981,18,17,1995,3,male,14,1,1,1,1,1,1,0,0
2147521,18,15,1995,4,female,195,1,1,1,1,1,1,0,0
1857661,19,1,1994,1,male,722,1,1,1,1,1,1,0,0
1295713,21,5,1992,4,male,7,1,1,1,1,1,0,0,1
1546650,21,29,1992,8,female,446,1,0,1,1,1,1,0,0
1998640,25,11,1988,4,male,103,1,0,1,1,1,1,0,0
1187610,26,19,1987,9,male,86,1,1,1,1,1,1,0,0
1987817,28,13,1985,1,male,219,1,0,1,1,1,1,0,0
1611596,29,18,1984,2,male,168,1,1,1,1,1,1,0,0
1511595,29,1,1984,5,female,137,1,1,1,1,1,0,0,1
1879599,34,7,1979,1,male,1008,1,0,1,1,1,1,0,0
1711291,37,3,1976,10,male,196,1,1,1,1,1,1,0,0
